"angle","species","sex","notes","other","specimenId","mimicType","sampleSize","accuracy"
"Dorsal","Heteroptera2 sp1","","Its wings aren't sitting in place correctly.
Pickled in 70% ethanol, 12-Jul-2017.","Ant mimic bug","851","mimetic insect",2,5.31375960041366e-19
"Dorsal","Rhombonotus sp3","","Aus Mus ID notes: Ravi's ID, HS says too young to identify 

Pickled in 70% ethanol, 12-Jul-2017.","Ant-mimic spider","857","mimetic spider",2,4.56561091860366e-13
"Dorsal","Colobathristid1 sp1","","Colour has faded a bit. Pickled in 70% ethanol, 03-June-2017.
Presumably a mimic of Oecophylla smaragdina.","Ant mimic bug","884","mimetic insect",2,6.99050441128933e-12
"Dorsal","Heteroptera2 sp1","","Pickled in 70% ethanol, 03-June-2017.","Ant mimic bug","892","mimetic insect",2,2.0080253645472e-25
"Dorsal","Cosmophasis thalassina","","ID unknown.
Pickled in 70% ethanol, 20-Jul-2017.","","897","non-mimic",1,7.05132213908825e-42
"Dorsal","Cosmophasis thalassina","","Euthanised CO2, pickled in 100% ethanol, 28-Aug-2017.","","900","non-mimic",2,4.26602693227448e-42
"Dorsal","Cosmophasis thalassina","","","","901","non-mimic",2,1.58592827371649e-23
"Dorsal","Myrmarachne macleayana","","Pickled in 70% ethanol, 14-Aug-2017.","Ant-mimic spider","902","mimetic spider",2,0.000197468584017964
"Dorsal","Heteroptera2 sp1","","Possibly a mimic. Pickled in 70% ethanol, 03-June-2017.","Ant mimic bug","910","mimetic insect",1,7.47361495941242e-28
"Dorsal","Myrmarachne juvenile","","Aus mus notes: Ravi's ID, HS says too young to identify.
Pickled in 70% ethanol, 11-Jul-2017.","Ant-mimic spider","911","mimetic spider",2,3.59392684296848e-09
"Dorsal","Cosmophasis micarioides","","First photos are juvenile, later adult. Juvenile body length was 4.8.","Ant-mimic spider","913","mimetic spider",2,1.46521026430907e-34
"Dorsal","Myrmarachne macleayana","","Very ant-like in life.
Pickled in 70% ethanol, 21-Aug-2017.","Ant-mimic spider","914","mimetic spider",2,0.000189410639539476
"Dorsal","Heteroptera2 sp1","","Pickled in 70% ethanol, 03-June-2017.","Ant mimic bug","915","mimetic insect",1,6.31616008571383e-34
"Dorsal","Cosmophasis baehrae","","Euthanised CO2, pickled in 100% ethanol, 28-Aug-2017.
Juveniles look like small black ants","","919","non-mimic",2,5.47123770404682e-40
"Dorsal","Judalana lutea","Female","Aus mus notes: probably Judalan sp. - colour pattern matches; but adult male needed to be sure.
Pickled in 70% ethanol, 20-Jul-2017.
","Ant-mimic spider","920","mimetic spider",2,7.31388472662052e-19
"Dorsal","Judalana lutea","Female","Aus mus notes: probably Judalana or Rhombonotus.
Pickled in 70% ethanol, 05-July-2017. Sue thinks this looks like a bee - Dorsal - color & shape; Lateral - body bands/segments","Ant-mimic spider","921","mimetic spider",2,2.44681011763586e-11
"Dorsal","Salticid17 sp1","","Aus mus notes: Fissident juvenile, cannot go further.
Constantly on the move, like an ant. Possibly a juvenile Ligonipes?
Pickled in 70% ethanol, 11-Jul-2017.","Ant-mimic spider","925","mimetic spider",2,2.05379634849448e-11
"Dorsal","Salticid18 sp1","","Pickled in 70% ethanol, 12-Jul-2017.","","926","non-mimic",2,7.27484302951046e-20
"Dorsal","Cosmophasis thalassina","","Euthanised CO2, pickled in 100% ethanol, 28-Aug-2017.","","927","non-mimic",2,3.27195038426054e-48
"Dorsal","Judalana lutea","","Aus mus notes: Judalana or Rhombonotus.
Pickled in 70% ethanol, 20-Jul-2017.","Ant-mimic spider","931","mimetic spider",2,7.54075192906054e-15
"Dorsal","Cosmophasis baehrae","","Pickled in 70% ethanol, 20-Jul-2017.
Juveniles look like small black ants.","","939","non-mimic",2,1.80031969565420e-25
"Dorsal","Cosmophasis thalassina","","Euthanised CO2, pickled in 100% ethanol, 28-Aug-2017.","","940","non-mimic",2,8.56874691304745e-44
"Dorsal","Myrmarachne macleayana","","Very ant-like in life","Ant-mimic spider","942","mimetic spider",1,1.72735264889412e-10
"Dorsal","Iridonyssus kohouti","","Probable mimic. Found sheltering with ants (specimen 950). Observed by Chris to behave like the ants it was with, including antennal illusion. 
Pickled in 100% ethanol, 28-Aug-2017.","Ant mimic spider","951","mimetic spider",2,2.65391042979626e-08
"Dorsal","Poecilipta kohouti","","","Ant-mimic spider","978","mimetic spider",1,1.31410409554605e-09
"Dorsal","Poecilipta kohouti","","","Ant-mimic spider","979","mimetic spider",1,3.21571521430341e-12
"Dorsal","Poecilipta kohouti","","","Ant-mimic spider","980","mimetic spider",1,1.06116153682703e-09
"Dorsal","Poecilipta kohouti","","","Ant-mimic spider","981","mimetic spider",1,1.55508931001919e-05
"Dorsal","Poecilipta kohouti","","","Ant-mimic spider","982","mimetic spider",1,1.11508986420412e-06
"Dorsal","Poecilipta kohouti","","","Ant-mimic spider","983","mimetic spider",1,1.68502280527719e-18
"Dorsal","Myrmarachne formicaria","Male","","Photo","CRS101","mimetic spider",1,0.926860585783051
"Dorsal","Damoetas nitidus","Male","","Drawing","JMS108","mimetic spider",1,4.08068389758189e-19
"Dorsal","Iridonyssus kohouti","Female","not Jim's image - Code ok?","Photo","JMS109","mimetic spider",1,3.78751290643645e-40
"Dorsal","Judalana lutea","Juvenile","","Photo; Angle adjusted","JMS111","mimetic spider",1,1.13710234050286e-24
"Dorsal","Myrmarachne erythrocephala","Female","Forma erato","Photo","JMS115","mimetic spider",4,1.28982843363823e-12
"Dorsal","Myrmarachne macleayana","Male","Forma robsoni","Photo","JMS120","mimetic spider",4,0.563461142883419
"Dorsal","Ligonipes lacertosus","Female","","Drawing","KWS605","mimetic spider",1,1.97048417430624e-11
"Dorsal","Myrmapana parallela","Male","Specimen deformed","Photo; Angle adjusted, interpolated","MCZ108610","mimetic spider",1,4.32040722768306e-18
"Dorsal","Myrmapeni chickeringi","Male","","Photo","MCZ125078","mimetic spider",1,7.90658293283871e-14
"Dorsal","Neon nellii*","Female","","Photo; Angle adjusted","MCZ126911","mimetic spider",1,1.48116729866442e-39
"Dorsal","Castianeira longipalpa","Female","","Photo","MCZ126957","mimetic spider",1,1.32132177451171e-26
"Dorsal","Myrmaplata plataleoides","Male","","Photo","MCZ128934","mimetic spider",1,0.912566589401975
"Dorsal","Castianeira cingulata","Male","","Photo","MCZ136939","mimetic spider",1,7.96782033253571e-07
"Dorsal","Castianeira trilineata","Female","","Photo","MCZ142573","mimetic spider",1,4.64412093306003e-29
"Dorsal","Aetius nocturnus","Male","Specimen stored in ethanol; some deformation of opisthosoma","Photo","MCZ16734","mimetic spider",1,2.08767652041962e-05
"Dorsal","Sphecotypus niger","Female","","Photo; Angle adjusted","MCZ28119","mimetic spider",1,0.999369015966458
"Dorsal","Mazax spinosa","Female","","Photo","MCZ28153","mimetic spider",1,1.23906580305352e-11
"Dorsal","Serendib volans","Female","","Photo","MCZ44162","mimetic spider",1,1.79801718987426e-05
"Dorsal","Myrmecotypus rettenmeyeri","Female","","Photo; Interpolated","MCZ67875","mimetic spider",1,4.29458187028452e-10
"Dorsal","Mazax pax","Female","","Photo","MCZ79128","mimetic spider",1,2.62441997809715e-16
"Dorsal","Myrmapana centralis","Female","","Photo","MCZ93522","mimetic spider",1,6.24457946648199e-24
"Dorsal","Corinnomma sp.","Male","Specimen deformed","Photo","MCZ95991","mimetic spider",1,0.000852802466517604
"Dorsal","Serendib suthepica","Male","","Photo","MCZ96085","mimetic spider",1,7.47165894428853e-05
"Dorsal","Myrmarachne luctuosa","Male","Forma aurea","Photo","MUS401","mimetic spider",2,0.00369916914053167
"Dorsal","Battalus byrneae","Male","","Only partial images; Interpolated","Q00002","mimetic spider",1,1.42756791847035e-41
"Dorsal","Copa kabana","Male","","Photo; Interpolated","Q00013","mimetic spider",1,5.99950878481104e-22
"Dorsal","Leichhardteus albofasciatus","Female","","Photo; Interpolated","Q00014","mimetic spider",1,4.3938843843419e-53
"Dorsal","Nyssus avidus","Female","","Photo","Q00016","mimetic spider",1,5.57065414347256e-25
"Dorsal","Nyssus paradoxus","Female","","Drawing","Q00017","mimetic spider",1,2.13224827038997e-25
"Dorsal","Nucastia supunnoides","Male","","Photo","Q44095","mimetic spider",3,3.75952678509935e-10
"Dorsal","Nyssus luteofinis","Female","","Drawing","Q50886","mimetic spider",1,6.28747367723326e-33
"Dorsal","Disnyssus helenmirrenae","/","","Drawing","Q80326","mimetic spider",2,2.4045427505717e-15
"Dorsal","Iridonyssus formicans","Male","","Photo","Q84598","mimetic spider",2,1.21181784505886e-11
"Dorsal","Nyssus albopunctatus","Female","","Photo","Q84821","mimetic spider",1,1.53290488310309e-65
"Dorsal","Creugas gulosus","Female","","Photo","Q87362","mimetic spider",1,2.03897925463013e-49
"Dorsal","Leptopicia bimaculata","Female","","Drawing","Q98191","mimetic spider",2,5.72199862309018e-15
"Dorsal","Nyssus coloripes","","","Photo","SHS116","mimetic spider",4,1.0207126233255e-27
"Dorsal","Myrmarachne helensmithae","Male","","Photo; Angle adjusted","TPS103","mimetic spider",2,8.20819175852396e-07
"Dorsal","Myrmarachne macaulayi","Male","","Photo","TPS104","mimetic spider",2,4.71556163772617e-06
"Dorsal","Ligonipes semitectus","Female","","Drawing","WWS101","mimetic spider",1,4.10194493198026e-36
